ID,Title,Status,Severity,Reported By,Description,Steps to Reproduce,Expected Behaviour,Actual Behaviour,Fixed In WP,Comments
BUG-047,get_github_token() does not validate subprocess return code,Closed,Medium,Tester Agent,"get_github_token() in github_auth.py checks result.stdout.strip() for truthiness but never checks result.returncode. If gh auth token exits with a non-zero code (e.g. not authenticated) but writes any text to stdout, that text is returned as the token value and injected into an Authorization header as-is.",1. Patch subprocess.run to return returncode=1 with stdout='error: not logged in...'. 2. Call get_github_token(). 3. Observe it returns the error text instead of None.,"Returns None when result.returncode != 0, regardless of stdout content.",Returns error text as a token when returncode != 0 and stdout is non-empty. Test: test_nonzero_exit_with_error_text_on_stdout_returns_none fails.,FIX-018,Discovered by Tester Agent 2026-03-16 (FIX-018 Iteration 1). Fix: add if result.returncode == 0: guard before using result.stdout.
BUG-048,Bare tilde (~) not recognised as path-like — bypasses zone check for delete commands,Closed,Medium,Tester Agent,The _is_path_like() helper returns False for tokens that have no forward slash backslash .. or leading dot. The bare tilde character (~) has none of these features so rm ~ or remove-item ~ passes _validate_args without any zone check. On Unix/macOS the shell expands ~ to $HOME before execution; on Windows PowerShell ~ also expands to HOME. An agent could therefore delete their home directory with rm ~ or remove-item ~ without triggering a deny decision.,1. Call sanitize_terminal_command('rm ~' 'c:/workspace'). 2. Observe result == ('allow' None). 3. On Linux/macOS: run rm ~ in a terminal — deletes users home directory symlink or files.,sanitize_terminal_command('rm ~' 'c:/workspace') returns ('deny' '...'),Returns ('allow' None) because ~ has no slash backslash .. or leading dot so _is_path_like returns False and no zone check is performed.,SAF-030,Discovered by Tester Agent during SAF-016 review 2026-03-16. Test test_rm_bare_tilde_current_behaviour in tests/SAF-016/test_saf016_tester_edge_cases.py documents the current behaviour. Recommendation: extend _is_path_like to also return True for bare ~ and tilde-prefixed paths (e.g. ~/path which already has a slash but ~ alone does not).
BUG-049,python -m pip install bypasses VIRTUAL_ENV check,Closed,Critical,Tester Agent,"In _validate_args the VIRTUAL_ENV guard is gated on verb in (""pip"" ""pip3""). When pip is invoked as python -m pip install the verb is ""python"" so the guard is never reached. pip is in _PYTHON_ALLOWED_MODULES and the subsequent args are not path-like so no deny is triggered. The command returns (""allow"" None) even with no VIRTUAL_ENV set.","1. Remove VIRTUAL_ENV from environment. 2. Call sanitize_terminal_command(""python -m pip install requests"" ""c:/workspace""). 3. Observe result == (""allow"" None).","sanitize_terminal_command returns (""deny"" ...) for python -m pip install when no VIRTUAL_ENV is set.","Returns (""allow"" None) — venv guard never fires when verb is python. Global pip install is allowed.",SAF-031,Discovered by Tester Agent 2026-03-16. Fix: in _validate_args inside the -m module handler add a VIRTUAL_ENV check when module is pip or pip3 and the subcommand is install. Also fix the boundary check in BUG-050 at the same time.
BUG-050,VIRTUAL_ENV startswith check has path-component prefix-collision,Closed,High,Tester Agent,"The VIRTUAL_ENV check uses norm_venv.startswith(ws_root) — a raw Python string prefix test. When ws_root=""c:/workspace"" a VIRTUAL_ENV of ""c:/workspace2/.venv"" satisfies the startswith check (True) even though c:/workspace2 is a completely different directory. An attacker who controls VIRTUAL_ENV could set it to a path that shares a string prefix with the workspace root but is actually outside it.","1. Set ws_root=""c:/workspace"". 2. Set VIRTUAL_ENV=""c:/workspace2/.venv"". 3. Call sanitize_terminal_command(""pip install requests"" ""c:/workspace""). 4. Observe result == (""allow"" None).","sanitize_terminal_command returns (""deny"" ...) because c:/workspace2 is not inside c:/workspace.","Returns (""allow"" None) — string prefix match is not path-component-safe.",SAF-031,"Discovered by Tester Agent 2026-03-16. Fix: norm_venv.startswith(ws_root.rstrip(""/"") + ""/"") or norm_venv == ws_root.rstrip(""/"") to enforce path-component boundary."
BUG-051,SAF-020: bracket expression wildcards bypass wildcard deny check,Closed,High,Tester Agent,_wildcard_prefix_matches_deny_zone() only checks for * and ? wildcard characters. Unix/PowerShell bracket expressions like [.g]* [Nn]* [.v]* are valid glob patterns that expand to .github NoAgentZone and .vscode respectively. Because [ is not treated as a wildcard trigger the prefix before * is [.g] (not .g) and no deny zone starts with [ so the check returns False (allow).,"1. Run: sg._wildcard_prefix_matches_deny_zone(""[.g]*"") ? returns False. 2. Run: sanitize_terminal_command(""ls [.g]*"" ""c:/workspace"") ? returns allow. 3. In a real shell: ls [.g]* expands to .github/ contents.",[.g]* [Nn]* [.v]* and any other bracket expression targeting deny zones must be blocked (return deny).,All bracket-expression wildcard patterns against deny zones are allowed ? active bypass vector for all three deny zones.,SAF-020,Discovered by Tester Agent 2026-03-16. Fix: in _wildcard_prefix_matches_deny_zone treat [ as a wildcard character. When a bracket expression is found at root level (no safe parent entered) conservatively deny. Alternatively strip the bracket expression entirely and treat the prefix before [ as the match prefix. Combined pipe+bracket bypass also noted: ls | cat [.g]* returns allow (BUG-051 is the root cause).
BUG-052,replace_template_placeholders raises PermissionError on read-only .md file with placeholder,Closed,Minor,Tester Agent,"replace_template_placeholders() catches OSError on file read (binary-safety guard) but does NOT wrap the write_text() call. If a .md file is read-only and contains placeholder tokens, the read succeeds, replacement produces updated content, and write_text() then raises PermissionError. The function propagates the exception uncaught, causing create_project() to abort.",1. Create a .md file with {{PROJECT_NAME}} content. 2. Set file permissions to read-only (Windows: stat.S_IREAD). 3. Call replace_template_placeholders(). 4. PermissionError raised on write_text().,Read-only .md files containing placeholders are silently skipped (consistent with the binary-safety guard behaviour already implemented); no exception propagates.,PermissionError propagates from write_text(); create_project() aborts if any template .md file is read-only and contains a placeholder.,FIX-044,Discovered by Tester Agent during DOC-001 review 2026-03-17. Confirmed via test TST-1580 (xfail). Low real-world impact ? template files are unlikely to be read-only ? but the asymmetry between read-guard and write-guard is a latent defect. Recommend wrapping write_text() in try/except OSError to match read guard.
BUG-053,Project README template files contain stray German session content and broken H1 heading,Closed,High,Tester Agent,"Both Default-Project/Project/README.md and templates/coding/Project/README.md are prefixed with a German Mathematik Demo (Streamlit) README. The {{PROJECT_NAME}} placeholder begins on the same line as the last bullet point of that content (no preceding newline), so it is NOT a valid Markdown H1 heading. After placeholder replacement the project name appears mid-line rather than as a proper heading, and the German content persists in every created project.",1. Open Default-Project/Project/README.md. 2. Observe first line is # Mathematik Demo (Streamlit). 3. Search for # {{PROJECT_NAME}} ? found embedded at end of bullet line 27 with no leading newline.,Both README files must begin with # {{PROJECT_NAME}} as the first standalone H1 heading. No German or session-specific content should exist in a project template file.,First H1 is # Mathematik Demo (Streamlit). # {{PROJECT_NAME}} is embedded mid-line and is NOT a proper Markdown heading. All created projects inherit the German content unchanged.,DOC-004,"Discovered by Tester Agent 2026-03-17 during DOC-004 review. Root cause: stray session content was written into the template without a trailing newline separator, then DOC-004 developer performed a text-only substitution without inspecting file structure. Fix: strip lines 1-27 (German section) from both README files so the file begins with # {{PROJECT_NAME}} on its own line."
BUG-061,macOS app crash on launch — unsigned PyInstaller bundle fails Gatekeeper on macOS 14+ M3,Closed,Critical,User,"AgentEnvironmentLauncher.app v2.0.0 fails to launch on macOS 14.3 (M3 arm64). The PyInstaller bundle has no code signature. macOS 14+ Gatekeeper requires at minimum ad-hoc code signing for apps to execute. Errors: (1) 'code has no resources but signature indicates they must be present' — code signature validation failure; (2) 'bundle format unrecognized, invalid, or unsuitable — subcomponent python3.11 not properly signed'; (3) 'Launchd job spawn failed (Error 153)' via open command; (4) 'zsh: killed' on direct binary execution. build_dmg.sh has no codesign step after .app bundle assembly; launcher.spec sets codesign_identity=None.",1. Download AgentEnvironmentLauncher-2.0.0-arm64.dmg. 2. Mount DMG and drag .app to /Applications. 3. Double-click .app in Finder. 4. Observe: error dialog 'The application cannot be opened for an unexpected reason'. 5. Run: codesign -v AgentEnvironmentLauncher.app — observe 'code object is not signed at all'.,App launches successfully — main GUI window appears.,App terminates immediately. Gatekeeper kills the process with Launchd job spawn failed Error 153. codesign reports the bundle is not signed at all.,FIX-028,Root cause: build_dmg.sh has no codesign step after .app bundle creation. launcher.spec codesign_identity=None. All embedded binaries including python3.11 framework are unsigned. macOS 14+ Apple Silicon enforces minimum ad-hoc signing. Fixed by FIX-028 (ad-hoc codesign) and FIX-029 (CI verification).
BUG-054,Search tools universally blocked in project folder,Closed,High,Security Verification Report,validate_grep_search() returns deny when no filePath field is present in the payload — grep_search never provides filePath so it is always denied even when includePattern correctly scopes to the project folder. file_search goes through _EXEMPT_TOOLS but also requires a path field via extract_path() which it never provides — always returns None causing deny. validate_semantic_search() is hard-coded to always return deny with no exception for project-folder scope. Covers R1 R2 R3 from Security Verification Report.,1. Use grep_search with includePattern scoped to project folder. 2. Observe: denied. 3. Use file_search with any query. 4. Observe: denied. 5. Use semantic_search with any query. 6. Observe: denied.,All three search tools work when scoped to or targeting the project folder.,All three search tools are universally blocked regardless of scope.,FIX-021,Covers verification report issues R1 R2 R3. Root cause: validate_grep_search falls through to extract_path which returns None for grep_search payloads; file_search has no path field; validate_semantic_search always returns deny. Fixed in FIX-021: validate_grep_search returns allow when no path present; file_search handler added to decide(); validate_semantic_search returns allow. Tester PASS 2026-03-17.
BUG-055,Python/pip/venv terminal commands blocked in project folder,Closed,Critical,Security Verification Report,python src/app.py and python -m pytest with relative paths are denied because the security gate resolves relative paths against the workspace root making src/app.py resolve to ws_root/src/app.py which is outside the detected project folder. pip install is blocked if VIRTUAL_ENV is not set or does not point inside the project folder. Venv activation scripts (activate activate.bat Activate.ps1) are not in the command allowlist so activation is unconditionally denied. Covers R4 R7 R8 from Security Verification Report.,1. Run: python src/app.py from inside project folder. 2. Observe: denied. 3. Run: python -m pytest tests/. 4. Observe: denied. 5. Run: .\\venv\\Scripts\\activate. 6. Observe: denied (activate script not in allowlist).,Python execution pip install and venv activation all work inside the project folder.,All python/pip/venv commands are blocked due to relative path resolution against workspace root and missing allowlist entries for activation scripts.,,Covers verification report issues R4 R7 R8. Root cause: relative paths resolve to ws_root/path not project_folder/path; activate scripts absent from allowlist.
BUG-056,.venv directory creation blocked by dot-prefix rule,Closed,Medium,Security Verification Report,python -m venv .venv is denied because .venv starts with a dot so _is_path_like() returns True and the resolver joins .venv with ws_root producing ws_root/.venv which is outside the project folder. The zone classifier denies it because ws_root/.venv is not inside the detected project subfolder. Covers R6 from Security Verification Report.,1. cd into project folder. 2. Run: python -m venv .venv. 3. Observe: denied. Root cause traced to _check_path_arg resolving .venv to workspace root level.,python -m venv .venv creates a virtual environment inside the project folder.,.venv is denied because dot-prefixed relative paths are resolved against the workspace root not relative to the project folder cwd.,,Covers verification report issue R6. Root cause: .venv treated as relative to workspace root not to the project folder.
BUG-057,File tools with absolute project paths blocked inconsistently,Closed,High,Security Verification Report,list_dir read_file create_file and replace_string_in_file with absolute paths to the project folder exhibit inconsistent behavior. First call may succeed but subsequent calls are blocked. The SAF-008 integrity check in verify_file_integrity() fails if settings.json or security_gate.py is modified after initial setup — once integrity fails all tool calls are denied for the lifetime of that hook invocation. Additionally certain absolute Windows path formats may produce inconsistent zone classification results. Covers R9 R10 R11 R12 from Security Verification Report.,1. Call list_dir with absolute path to project folder. 2. First call succeeds. 3. Modify any file in the project. 4. Call list_dir again with same absolute path. 5. Second call may be denied if integrity hash becomes stale.,All file tools reliably return allow for any valid absolute path inside the project folder on every call.,File tools return allow on first call but denied on subsequent calls after security gate files or settings are updated.,FIX-024,Covers verification report issues R9 R10 R11 R12. Root cause: SAF-008 integrity hash becomes stale after legitimate file modifications; absolute path normalization edge cases.
BUG-058,cat and type terminal path resolution failures in project folder,Closed,Medium,Security Verification Report,cat and type are present in the terminal command allowlist (Category G with path_args_restricted=True) but are reported as blocked in the Security Verification Report. The actual failure is that relative path arguments (e.g. cat src/app.py) are resolved against the workspace root producing ws_root/src/app.py which is outside the project folder and denied. The root cause is shared with BUG-055. Covers R5 R15 from Security Verification Report.,1. Run: cat src/app.py from terminal inside project folder. 2. Observe: denied. 3. Run: type file.txt. 4. Observe: denied.,cat src/app.py and type file.txt work for files inside the project folder.,cat and type commands targeting project folder files are denied because relative path args resolve to workspace root level.,FIX-025,Covers verification report issues R5 R15. Root cause: same relative path resolution issue as BUG-055 — relative paths resolve to ws_root/path rather than project_folder/path.
BUG-059,get_errors blocked for project folder file paths,Closed,Medium,Security Verification Report,validate_get_errors() zone-checks each path in the filePaths array. When the path is a relative path like src/app.py the zone classifier resolves it against ws_root producing ws_root/src/app.py which is not inside the project folder — denied. For absolute paths the classification should work in principle but path normalization issues may still produce deny. The implementation allows empty filePaths (global scope) but blocks populated arrays even when all paths are inside the project folder. Covers R13 from Security Verification Report.,1. Call get_errors with filePaths containing a relative project path such as .\\MyProject\\src\\app.py. 2. Observe: denied. 3. Call get_errors with no filePaths argument. 4. Observe: allowed.,get_errors with project folder file paths returns allow.,get_errors is denied when filePaths array contains project folder paths due to relative path resolution failure.,,Covers verification report issue R13. Root cause: relative path resolution against workspace root instead of project folder context.
BUG-060,Terminal commands with absolute project folder paths blocked,Closed,Medium,Security Verification Report,When agents use absolute Windows paths in terminal commands (e.g. Get-ChildItem E:\\workspace\\TS-SAE-Project\\MyProject\\src) the zone classification may incorrectly deny. The zone_classifier Method 2 allow_pattern uses a simple regex search for the project folder name as a substring. If the workspace root directory name contains the project folder name as a component (e.g. ts-sae-myproject containing myproject) the regex may match the wrong path segment. Also absolute path tokenization through shlex may lose backslashes or produce unexpected token formats. Covers R14 from Security Verification Report.,1. Run: Get-ChildItem E:\\workspace\\TS-SAE-MyProject\\MyProject\\src in terminal. 2. Observe: denied (should be allowed).,Terminal commands with absolute project folder paths return allow.,Terminal commands using absolute paths to the project folder are blocked due to substring regex matching producing false positive or negative zone decisions.,FIX-027,Covers verification report issue R14. Root cause: zone_classifier Method 2 regex may match project folder name in parent directory names; absolute Windows path backslash tokenization edge cases.
BUG-062,INS-015 test_macos_arm_has_5_steps stale after FIX-029 adds Verify Code Signing step,Closed,Medium,Tester Agent,tests/INS-015/test_ins015_macos_build_jobs.py::test_macos_arm_has_5_steps hard-codes the expected step count as 5. FIX-029 correctly added a 6th step (Verify Code Signing) to the macos-arm-build job making the test stale.,1. Apply FIX-029 branch. 2. Run python -m pytest tests/INS-015/test_ins015_macos_build_jobs.py::test_macos_arm_has_5_steps. 3. AssertionError: Expected 5 steps got 6.,test_macos_arm_has_5_steps passes with assert len(arm_steps) == 6.,AssertionError: Expected 5 steps got 6 - test hard-codes the old step count.,FIX-029,Discovered Tester Agent 2026-03-17 during FIX-029 review. Fix: update line 99 of test_ins015_macos_build_jobs.py to assert len(arm_steps) == 6.
BUG-063,_scan_python_inline_code allows bare and aliased requests imports ? Category C network scanner bypass,Closed,High,Tester Agent,"_scan_python_inline_code uses re.search(r""\brequests\."", low) to detect requests network usage. This check requires a dot after ""requests"", so bare ""import requests"" returns True (safe) and aliased usage ""import requests as r; r.get('http://evil.com')"" also returns True. Neither triggers the network-module denial. Category C is supposed to block all requests network imports per AC-4 of US-027.","1. Call _scan_python_inline_code(""import requests""). 2. Observe True (safe) ? expected False. 3. Call _scan_python_inline_code(""import requests as r; r.get('http://evil.com/')""). 4. Observe True ? expected False.",_scan_python_inline_code returns False for any code string importing the requests library.,Returns True (safe) for bare import and aliased use. Aliased pattern fully bypasses the network filter allowing unrestricted HTTP access.,SAF-026,"Discovered Tester Agent 2026-03-18 during SAF-026 review. Fix: replace re.search(r""\brequests\."", low) with re.search(r""\brequests\b"", low). ""requirements"" does NOT contain ""requests"" as a substring so plain word-boundary match is safe."
BUG-064,_scan_python_inline_code allows from-import syntax for http modules ? Category C http bypass,Closed,High,Tester Agent,"_scan_python_inline_code checks for substrings ""http.client"" and ""http.server"". Python from-import syntax ""from http import server"" or ""from http import client"" does not produce these substrings ? the module name appears as the standalone word ""http"" and the attribute as a separate word ""server"" / ""client"". Both patterns return True (safe) when they should return False.","1. Call _scan_python_inline_code(""from http import server; server.HTTPServer(('', 8080), None).serve_forever()""). 2. Observe True ? expected False. 3. Call _scan_python_inline_code(""from http import client; c = client.HTTPConnection('evil.com')""). 4. Observe True ? expected False.",_scan_python_inline_code returns False for any from-import of the http module.,Returns True for from-import patterns. Agent could spin up HTTP servers or make HTTP connections by using from-import syntax.,SAF-026,"Discovered Tester Agent 2026-03-18 during SAF-026 review. Fix: add ""http"" to the Category C net list, or add re.search(r""\bhttp\b"", low) check. ""http"" as plain substring also catches ""http://..."" URL strings ? acceptable under fail-closed policy."
BUG-065,_scan_python_inline_code allows bare codecs import ? Category B obfuscation scanner bypass,Closed,High,Tester Agent,"_scan_python_inline_code checks for the substring ""codecs.decode"" in Category B (obfuscation). Bare ""import codecs"" does not contain ""codecs.decode"" and returns True (safe). An agent can import the codecs module and use codecs.encode with rot_13 or zlib_codec as an obfuscation mechanism without triggering any denial.","1. Call _scan_python_inline_code(""import codecs""). 2. Observe True (safe) ? expected False. 3. Call _scan_python_inline_code(""import codecs; codecs.encode('x', 'rot_13')""). 4. Observe True ? expected False.",_scan_python_inline_code returns False for any code string importing the codecs module.,Returns True for bare codecs import and codecs.encode usage. Agent can use codec transforms for obfuscation.,SAF-026,"Discovered Tester Agent 2026-03-18 during SAF-026 review. Fix: change ""codecs.decode"" to ""codecs"" in the Category B pattern list. No false-positive risk ? ""codecs"" is a narrow, specific token."
BUG-071,macOS codesign fails on non-code files in PyInstaller bundle,Closed,Critical,CI Pipeline,"After FIX-037 removed .dist-info directories, codesign --force --sign - on the .app bundle now fails on TS-Logo.png with ""code object is not signed at all"". Root cause is systemic: PyInstaller places all files (code AND data like images, .pyc, .zip) into Contents/MacOS/_internal/. macOS codesign expects Contents/MacOS/ to contain only code objects and treats non-code files as unsigned subcomponents. Fixing TS-Logo.png alone would just expose the next non-code file. The .app bundle-level signing must be removed in favor of component-level signing only.",,,FIX-038,Closed by FIX-038 Tester PASS 2026-03-18. Systemic fix — bundle-level codesign removed; component-level signing sufficient for macOS Apple Silicon execution.,
BUG-073,Version label shows old version after update on Windows,Closed,Medium,User,"After a successful in-app update on Windows 11, the version label in the GUI still shows the previous version instead of the newly installed version. Root cause: the old process never terminates (see BUG-074) so the UI continues displaying the stale VERSION constant from the old binary.",1. Open launcher v2.0.x. 2. Update available banner shows v2.1.0. 3. Click Download & Install Update. 4. Update completes. 5. Version label still shows v2.0.x.,Version label shows the newly installed version after update.,Version label shows the old version because the old process never exits.,FIX-040,"Symptom of BUG-074. Once the process properly exits and restarts, the new binary will display the correct version."
BUG-074,Windows update does not restart the app,Closed,High,User,After a successful in-app update on Windows 11 the app does not restart. The user must manually close and reopen the app. Two root causes: (1) _apply_windows() in applier.py calls sys.exit(0) from a daemon thread — sys.exit() from a non-main thread only raises SystemExit in that thread and does NOT terminate the main process (tkinter mainloop continues). (2) setup.iss [Run] section has skipifsilent flag — when the installer runs in /SILENT mode the [Run] entry that relaunches the app is skipped.,1. Open launcher. 2. Click Download & Install Update. 3. Installer runs silently (files updated). 4. App says it will restart. 5. App does NOT restart — old process continues running. 6. User must manually close and reopen.,App terminates the old instance and relaunches the new version automatically after update.,App does not exit (sys.exit from daemon thread is no-op for main thread) and installer's [Run] relaunch is skipped (skipifsilent).,FIX-040,"Tested on Windows 11. Both causes must be fixed: (1) use os._exit(0) or schedule exit on main thread, (2) remove skipifsilent from setup.iss [Run]."
BUG-072,codesign on launcher inside .app triggers bundle validation — fails on TS-Logo.png,Closed,Critical,CI Pipeline,"codesign --force --sign - on Contents/MacOS/launcher triggers bundle-level validation because launcher is the CFBundleExecutable declared in Info.plist. codesign recursively validates all subcomponents in Contents/MacOS/ and fails on TS-Logo.png with ""code object is not signed at all"". FIX-038 removed .app bundle signing but kept individual launcher signing inside the .app path which has the same effect. PyInstaller already ad-hoc signs the launcher at build time (log: Re-signing the EXE). The fix is to skip re-signing and verification of the launcher at its .app bundle path and instead verify the pre-bundle binary at dist/launcher/launcher.",1. Push v2.1.0 tag. 2. CI runs build_dmg.sh. 3. Step 3.5 signs .dylib .so Python.framework successfully. 4. codesign --force --sign - dist/AgentEnvironmentLauncher.app/Contents/MacOS/launcher fails. 5. Error: code object is not signed at all In subcomponent: TS-Logo.png,CI build completes without errors. All code objects are signed. Launcher retains its PyInstaller ad-hoc signature.,codesign fails with exit code 1 on launcher inside .app because it validated TS-Logo.png as an unsigned subcomponent.,FIX-039,Continuation of BUG-071. FIX-038 removed .app bundle signing but signing the CFBundleExecutable inside Contents/MacOS/ has the same effect — codesign treats it as a bundle operation.
BUG-070,.dist-info directory causes macOS codesign failure in CI,Closed,Critical,CI Pipeline,"agent_environment_launcher-2.1.0.dist-info directory inside the .app bundle's _internal/ folder causes codesign to fail with ""bundle format unrecognized, invalid, or unsuitable"". PyInstaller bundles .dist-info directories from pip install -e . which are not needed at runtime and not valid bundle components for macOS code signing.","1. Run pip install -e . in CI. 2. Run pyinstaller launcher.spec. 3. Run build_dmg.sh. 4. Observe codesign error: dist/AgentEnvironmentLauncher.app/Contents/MacOS/launcher: bundle format unrecognized, invalid, or unsuitable In subcomponent: .../dist/AgentEnvironmentLauncher.app/Contents/MacOS/_internal/agent_environment_launcher-2.1.0.dist-info",macOS CI build completes without codesign errors. No .dist-info directories remain in the .app bundle.,"codesign fails with ""bundle format unrecognized, invalid, or unsuitable"" due to .dist-info directory in _internal/ folder. CI build cannot produce a signed artifact.",FIX-037,Reported by CI Pipeline 2026-03-18. .dist-info directories are Python package metadata installed by pip install -e . and included in the PyInstaller bundle. They are not needed at runtime and cannot be processed by macOS codesign as bundle subcomponents.
BUG-075,Version label shows stale .dist-info version after overlay install,Closed,High,User,get_display_version() calls importlib.metadata.version() which reads from .dist-info directories bundled by PyInstaller. When the Inno Setup installer overlays a new version over an old one both .dist-info directories coexist in _internal/. importlib.metadata finds the old one first and returns the stale version. Meanwhile check_for_update() uses VERSION constant directly (correct). The version label therefore shows the old version even though the new binary is running.,1. Install v2.1.1. 2. Update to v2.1.2 via in-app update. 3. App restarts (FIX-040 working). 4. Version label shows v2.1.1. 5. Check for Updates says You are up to date.,Version label shows v2.1.2 after updating to v2.1.2.,Version label shows v2.1.1 because importlib.metadata reads stale .dist-info from the old installation.,FIX-041,Root cause: importlib.metadata is unreliable in PyInstaller overlay installs. Fix: skip importlib.metadata in bundled builds and always use VERSION constant.
BUG-076,NoAgentZone hidden from VS Code file explorer,Closed,Medium,User,SAF-022 added NoAgentZone to files.exclude which hides it from the VS Code file explorer. Human users cannot see or access the folder through the IDE. NoAgentZone should be visible to humans but remain excluded from search and blocked by the security gate.,1. Open a project workspace in VS Code. 2. Look at file explorer. 3. NoAgentZone folder is not visible.,NoAgentZone is visible in the file explorer but still excluded from search and blocked by the security gate.,NoAgentZone is hidden from the file explorer due to files.exclude setting.,FIX-042,SAF-022 was overly aggressive ? files.exclude hides from human users too. search.exclude is sufficient for agent search protection.
BUG-077,ts-python shim timed out after 5 seconds on all platforms,Closed,Critical,User,verify_ts_python() in shim_config.py invokes .cmd files via subprocess.run without cmd.exe /c causing hangs on Windows ARM. The 5-second timeout is too short for x64 Python emulation on ARM. The CI step to download Python embeddable was commented out meaning installers shipped without bundled Python.,1. Install v3.0.0 on Windows 11 ARM. 2. Open launcher. 3. Click Create Project. 4. See error: bundled Python runtime is not accessible. Details: ts-python shim timed out after 5 seconds.,Project creation succeeds without timeout error.,Timeout error shown; launcher unusable on Windows ARM and potentially other slow platforms.,FIX-048,Reported post v3.0.0 release. Three root causes: (1) no cmd.exe /c for .cmd invocation (2) 5-second timeout too short for ARM (3) python-embed CI step was commented out.
BUG-078,FIX-048 broke 6 SAF-034 tests that checked old shim_config behavior,Closed,High,Tester Agent,FIX-048 changed verify_ts_python() behavior: added cmd.exe /c wrapper for .cmd shims on Windows and changed timeout from 5 to 30 seconds. However the developer did NOT update the SAF-034 regression tests that validate those specific behaviors. Six tests in tests/SAF-034/ now fail: (1) test_verify_ts_python_windows_uses_shim_dir_when_exists asserts args_used[0]==shim_path but now it is cmd.exe (2) test_verify_ts_python_windows_fallback_to_path same issue (3) test_verify_ts_python_windows_shim_dir_takes_precedence same (4) test_verify_ts_python_timeout_message_mentions_5_seconds checks for 5 seconds but message now says 30 seconds (5) test_verify_ts_python_passes_timeout_5_to_subprocess expects timeout=5 but it is now 30 (6) test_verify_ts_python_shim_path_with_spaces checks args_used[0]==shim_path but is now cmd.exe.,Run: python -m pytest tests/SAF-034/ --tb=short  All 6 listed tests fail with AssertionError.,SAF-034 tests pass reflecting the CURRENT (correct) behavior of verify_ts_python().,SAF-034 tests fail because they encode assumptions about OLD behavior (no cmd.exe wrapper / timeout=5) that FIX-048 intentionally changed.,FIX-051,Introduced by FIX-048 developer who changed shim_config.py but did not update pre-existing SAF-034 tests. Developer must update tests/SAF-034/test_saf034.py and tests/SAF-034/test_saf034_edge.py.
BUG-079,FIX-048 broke 6 FIX-047 tests that check for version 3.0.0,Closed,Medium,Tester Agent,FIX-047 version bump tests check that all 5 version files contain 3.0.0. FIX-048 bumped the version from 3.0.0 to 3.0.1. The FIX-047 tests now fail because the version strings no longer match. This is the same pattern that recurs with every version-bump WP in this project.,Run: python -m pytest tests/FIX-047/  6 tests fail: test_config_py_version / test_pyproject_toml_version / test_setup_iss_version / test_build_dmg_sh_version / test_build_appimage_sh_version / test_version_consistency.,FIX-047 tests should be updated to reflect current version (3.0.1) OR the project should adopt a version-agnostic test strategy.,FIX-047 tests fail because they hardcode version 3.0.0 which was superseded by FIX-048.,FIX-052,Recurrent structural pattern: every version-bump WP introduces hardcoded-version tests that break on the next bump. Developer must update tests/FIX-047/test_fix047_version.py to use 3.0.1.
BUG-080,INS-011 _apply_windows uses os._exit(0) which kills the pytest process,Closed,High,Tester Agent,"_apply_windows() in src/launcher/core/applier.py calls os._exit(0) instead of sys.exit(0). The INS-011 test suite patches sys.exit but NOT os._exit. When tests/INS-011/test_ins011_applier.py::TestWindowsApply runs _apply_windows(), os._exit(0) terminates the entire Python/pytest process immediately. This causes all tests after INS-011 in the full suite to never run. Exit code from os._exit(0) is 0 so the partial run appears to succeed.",Run: python3 -m pytest tests/ — output stops at 49% (tests/INS-011/test_ins011_applier.py::TestWindowsApply::test_windows_popen_called_with_list_args) and exit code is 0. Full suite never completes.,Full test suite runs to completion. tests/INS-011/test_ins011_applier.py patches os._exit so that _apply_windows can be tested without killing the process.,"pytest process is killed by os._exit(0) when TestWindowsApply tests run. Tests after INS-011 in alphabetical order (SAF-*, FIX-049, etc.) are silently skipped.",FIX-053,Closed 2026-03-20. Fixed in FIX-053 Iteration 2: patch(launcher.core.applier.os._exit) added to all _apply_windows call sites in tests/INS-011/. 66/66 INS-011 tests pass. Full suite completes past INS-011.
BUG-081,ts-python.cmd cmd.exe parsing error with paths containing spaces,Closed,Critical,User,ts-python.cmd uses %PYTHON_PATH% unquoted inside if ( ) blocks. When python-path.txt contains a path with spaces (e.g. C:\Program Files\Agent Environment Launcher\python-embed\python.exe) cmd.exe expands %PYTHON_PATH% at parse-time before determining block structure. Combined with the 1>&2 redirect and echo text the parser breaks producing exit code 255 and 'Agent was unexpected at this time' error. Additionally verify_ts_python() passes print(sys.version) through cmd.exe /c which contains parentheses that can interfere with cmd.exe parsing.,1. Install v3.0.1 to C:\Program Files\Agent Environment Launcher\. 2. Open launcher. 3. Click Create Project. 4. Error dialog: Python Runtime Unavailable — ts-python exited with code 255: \Agent was unexpected at this time.,Project creation proceeds normally.,ts-python exited with code 255. Error: \Agent was unexpected at this time. Project cannot be created.,FIX-050,Introduced by FIX-048 (v3.0.1) which added cmd.exe /c wrapper for .cmd invocation.
